instance_name,makespan
10x5+mix_001.fjs,498
10x5+mix_002.fjs,327
10x5+mix_003.fjs,359
10x5+mix_004.fjs,451
10x5+mix_005.fjs,423
10x5+mix_006.fjs,425
10x5+mix_007.fjs,420
10x5+mix_008.fjs,462
10x5+mix_009.fjs,399
10x5+mix_010.fjs,489
10x5+mix_011.fjs,464
10x5+mix_012.fjs,562
10x5+mix_013.fjs,470
10x5+mix_014.fjs,448
10x5+mix_015.fjs,322
10x5+mix_016.fjs,364
10x5+mix_017.fjs,409
10x5+mix_018.fjs,344
10x5+mix_019.fjs,376
10x5+mix_020.fjs,496
10x5+mix_021.fjs,459
10x5+mix_022.fjs,379
10x5+mix_023.fjs,525
10x5+mix_024.fjs,433
10x5+mix_025.fjs,425
10x5+mix_026.fjs,381
10x5+mix_027.fjs,378
10x5+mix_028.fjs,464
10x5+mix_029.fjs,389
10x5+mix_030.fjs,351
10x5+mix_031.fjs,327
10x5+mix_032.fjs,538
10x5+mix_033.fjs,444
10x5+mix_034.fjs,437
10x5+mix_035.fjs,473
10x5+mix_036.fjs,485
10x5+mix_037.fjs,411
10x5+mix_038.fjs,501
10x5+mix_039.fjs,461
10x5+mix_040.fjs,402
10x5+mix_041.fjs,431
10x5+mix_042.fjs,357
10x5+mix_043.fjs,474
10x5+mix_044.fjs,504
10x5+mix_045.fjs,396
10x5+mix_046.fjs,417
10x5+mix_047.fjs,505
10x5+mix_048.fjs,561
10x5+mix_049.fjs,462
10x5+mix_050.fjs,431
10x5+mix_051.fjs,503
10x5+mix_052.fjs,548
10x5+mix_053.fjs,413
10x5+mix_054.fjs,346
10x5+mix_055.fjs,331
10x5+mix_056.fjs,451
10x5+mix_057.fjs,546
10x5+mix_058.fjs,310
10x5+mix_059.fjs,320
10x5+mix_060.fjs,333
10x5+mix_061.fjs,335
10x5+mix_062.fjs,535
10x5+mix_063.fjs,366
10x5+mix_064.fjs,381
10x5+mix_065.fjs,408
10x5+mix_066.fjs,315
10x5+mix_067.fjs,397
10x5+mix_068.fjs,400
10x5+mix_069.fjs,379
10x5+mix_070.fjs,446
10x5+mix_071.fjs,461
10x5+mix_072.fjs,404
10x5+mix_073.fjs,376
10x5+mix_074.fjs,379
10x5+mix_075.fjs,423
10x5+mix_076.fjs,438
10x5+mix_077.fjs,410
10x5+mix_078.fjs,415
10x5+mix_079.fjs,418
10x5+mix_080.fjs,379
10x5+mix_081.fjs,333
10x5+mix_082.fjs,474
10x5+mix_083.fjs,409
10x5+mix_084.fjs,438
10x5+mix_085.fjs,445
10x5+mix_086.fjs,485
10x5+mix_087.fjs,416
10x5+mix_088.fjs,423
10x5+mix_089.fjs,413
10x5+mix_090.fjs,419
10x5+mix_091.fjs,422
10x5+mix_092.fjs,344
10x5+mix_093.fjs,350
10x5+mix_094.fjs,384
10x5+mix_095.fjs,523
10x5+mix_096.fjs,409
10x5+mix_097.fjs,326
10x5+mix_098.fjs,394
10x5+mix_099.fjs,366
10x5+mix_100.fjs,442
