instance_name,makespan
20x5+mix_001.fjs,749
20x5+mix_002.fjs,693
20x5+mix_003.fjs,660
20x5+mix_004.fjs,685
20x5+mix_005.fjs,763
20x5+mix_006.fjs,834
20x5+mix_007.fjs,793
20x5+mix_008.fjs,706
20x5+mix_009.fjs,703
20x5+mix_010.fjs,701
20x5+mix_011.fjs,721
20x5+mix_012.fjs,650
20x5+mix_013.fjs,684
20x5+mix_014.fjs,733
20x5+mix_015.fjs,711
20x5+mix_016.fjs,596
20x5+mix_017.fjs,722
20x5+mix_018.fjs,699
20x5+mix_019.fjs,724
20x5+mix_020.fjs,786
20x5+mix_021.fjs,741
20x5+mix_022.fjs,699
20x5+mix_023.fjs,771
20x5+mix_024.fjs,669
20x5+mix_025.fjs,861
20x5+mix_026.fjs,740
20x5+mix_027.fjs,676
20x5+mix_028.fjs,756
20x5+mix_029.fjs,747
20x5+mix_030.fjs,727
20x5+mix_031.fjs,662
20x5+mix_032.fjs,664
20x5+mix_033.fjs,736
20x5+mix_034.fjs,694
20x5+mix_035.fjs,681
20x5+mix_036.fjs,678
20x5+mix_037.fjs,690
20x5+mix_038.fjs,552
20x5+mix_039.fjs,812
20x5+mix_040.fjs,716
20x5+mix_041.fjs,789
20x5+mix_042.fjs,741
20x5+mix_043.fjs,825
20x5+mix_044.fjs,661
20x5+mix_045.fjs,739
20x5+mix_046.fjs,709
20x5+mix_047.fjs,723
20x5+mix_048.fjs,679
20x5+mix_049.fjs,636
20x5+mix_050.fjs,841
20x5+mix_051.fjs,660
20x5+mix_052.fjs,731
20x5+mix_053.fjs,855
20x5+mix_054.fjs,711
20x5+mix_055.fjs,735
20x5+mix_056.fjs,653
20x5+mix_057.fjs,717
20x5+mix_058.fjs,716
20x5+mix_059.fjs,700
20x5+mix_060.fjs,713
20x5+mix_061.fjs,795
20x5+mix_062.fjs,655
20x5+mix_063.fjs,733
20x5+mix_064.fjs,766
20x5+mix_065.fjs,658
20x5+mix_066.fjs,941
20x5+mix_067.fjs,637
20x5+mix_068.fjs,726
20x5+mix_069.fjs,683
20x5+mix_070.fjs,787
20x5+mix_071.fjs,759
20x5+mix_072.fjs,782
20x5+mix_073.fjs,684
20x5+mix_074.fjs,845
20x5+mix_075.fjs,722
20x5+mix_076.fjs,726
20x5+mix_077.fjs,770
20x5+mix_078.fjs,805
20x5+mix_079.fjs,563
20x5+mix_080.fjs,514
20x5+mix_081.fjs,641
20x5+mix_082.fjs,764
20x5+mix_083.fjs,734
20x5+mix_084.fjs,646
20x5+mix_085.fjs,710
20x5+mix_086.fjs,735
20x5+mix_087.fjs,867
20x5+mix_088.fjs,832
20x5+mix_089.fjs,649
20x5+mix_090.fjs,681
20x5+mix_091.fjs,684
20x5+mix_092.fjs,689
20x5+mix_093.fjs,783
20x5+mix_094.fjs,743
20x5+mix_095.fjs,618
20x5+mix_096.fjs,693
20x5+mix_097.fjs,797
20x5+mix_098.fjs,702
20x5+mix_099.fjs,688
20x5+mix_100.fjs,730
