instance_name,makespan
30x10+mix_001.fjs,868
30x10+mix_002.fjs,940
30x10+mix_003.fjs,895
30x10+mix_004.fjs,1036
30x10+mix_005.fjs,984
30x10+mix_006.fjs,1078
30x10+mix_007.fjs,894
30x10+mix_008.fjs,1122
30x10+mix_009.fjs,1139
30x10+mix_010.fjs,1024
30x10+mix_011.fjs,980
30x10+mix_012.fjs,1019
30x10+mix_013.fjs,969
30x10+mix_014.fjs,1056
30x10+mix_015.fjs,1135
30x10+mix_016.fjs,1098
30x10+mix_017.fjs,1099
30x10+mix_018.fjs,858
30x10+mix_019.fjs,981
30x10+mix_020.fjs,801
30x10+mix_021.fjs,1020
30x10+mix_022.fjs,900
30x10+mix_023.fjs,1282
30x10+mix_024.fjs,996
30x10+mix_025.fjs,1000
30x10+mix_026.fjs,1083
30x10+mix_027.fjs,934
30x10+mix_028.fjs,924
30x10+mix_029.fjs,911
30x10+mix_030.fjs,1100
30x10+mix_031.fjs,940
30x10+mix_032.fjs,1004
30x10+mix_033.fjs,932
30x10+mix_034.fjs,1040
30x10+mix_035.fjs,1020
30x10+mix_036.fjs,1146
30x10+mix_037.fjs,843
30x10+mix_038.fjs,999
30x10+mix_039.fjs,1071
30x10+mix_040.fjs,1069
30x10+mix_041.fjs,1047
30x10+mix_042.fjs,1066
30x10+mix_043.fjs,1111
30x10+mix_044.fjs,1143
30x10+mix_045.fjs,955
30x10+mix_046.fjs,962
30x10+mix_047.fjs,950
30x10+mix_048.fjs,942
30x10+mix_049.fjs,1101
30x10+mix_050.fjs,1104
30x10+mix_051.fjs,980
30x10+mix_052.fjs,1014
30x10+mix_053.fjs,841
30x10+mix_054.fjs,1003
30x10+mix_055.fjs,917
30x10+mix_056.fjs,903
30x10+mix_057.fjs,967
30x10+mix_058.fjs,1077
30x10+mix_059.fjs,1033
30x10+mix_060.fjs,960
30x10+mix_061.fjs,1059
30x10+mix_062.fjs,1038
30x10+mix_063.fjs,978
30x10+mix_064.fjs,959
30x10+mix_065.fjs,911
30x10+mix_066.fjs,958
30x10+mix_067.fjs,1094
30x10+mix_068.fjs,912
30x10+mix_069.fjs,953
30x10+mix_070.fjs,942
30x10+mix_071.fjs,862
30x10+mix_072.fjs,1176
30x10+mix_073.fjs,886
30x10+mix_074.fjs,937
30x10+mix_075.fjs,924
30x10+mix_076.fjs,1169
30x10+mix_077.fjs,918
30x10+mix_078.fjs,850
30x10+mix_079.fjs,850
30x10+mix_080.fjs,914
30x10+mix_081.fjs,870
30x10+mix_082.fjs,911
30x10+mix_083.fjs,1002
30x10+mix_084.fjs,953
30x10+mix_085.fjs,1079
30x10+mix_086.fjs,999
30x10+mix_087.fjs,932
30x10+mix_088.fjs,936
30x10+mix_089.fjs,1009
30x10+mix_090.fjs,971
30x10+mix_091.fjs,1009
30x10+mix_092.fjs,1231
30x10+mix_093.fjs,1043
30x10+mix_094.fjs,977
30x10+mix_095.fjs,845
30x10+mix_096.fjs,958
30x10+mix_097.fjs,1090
30x10+mix_098.fjs,1082
30x10+mix_099.fjs,965
30x10+mix_100.fjs,865
