instance_name,makespan
10x5+mix_001.fjs,541
10x5+mix_002.fjs,405
10x5+mix_003.fjs,429
10x5+mix_004.fjs,453
10x5+mix_005.fjs,451
10x5+mix_006.fjs,442
10x5+mix_007.fjs,504
10x5+mix_008.fjs,546
10x5+mix_009.fjs,512
10x5+mix_010.fjs,578
10x5+mix_011.fjs,406
10x5+mix_012.fjs,576
10x5+mix_013.fjs,533
10x5+mix_014.fjs,571
10x5+mix_015.fjs,455
10x5+mix_016.fjs,457
10x5+mix_017.fjs,475
10x5+mix_018.fjs,396
10x5+mix_019.fjs,396
10x5+mix_020.fjs,447
10x5+mix_021.fjs,404
10x5+mix_022.fjs,394
10x5+mix_023.fjs,575
10x5+mix_024.fjs,579
10x5+mix_025.fjs,522
10x5+mix_026.fjs,484
10x5+mix_027.fjs,568
10x5+mix_028.fjs,569
10x5+mix_029.fjs,459
10x5+mix_030.fjs,399
10x5+mix_031.fjs,322
10x5+mix_032.fjs,574
10x5+mix_033.fjs,464
10x5+mix_034.fjs,416
10x5+mix_035.fjs,560
10x5+mix_036.fjs,596
10x5+mix_037.fjs,537
10x5+mix_038.fjs,454
10x5+mix_039.fjs,464
10x5+mix_040.fjs,419
10x5+mix_041.fjs,516
10x5+mix_042.fjs,418
10x5+mix_043.fjs,652
10x5+mix_044.fjs,635
10x5+mix_045.fjs,446
10x5+mix_046.fjs,420
10x5+mix_047.fjs,563
10x5+mix_048.fjs,613
10x5+mix_049.fjs,539
10x5+mix_050.fjs,477
10x5+mix_051.fjs,492
10x5+mix_052.fjs,486
10x5+mix_053.fjs,452
10x5+mix_054.fjs,452
10x5+mix_055.fjs,401
10x5+mix_056.fjs,447
10x5+mix_057.fjs,586
10x5+mix_058.fjs,444
10x5+mix_059.fjs,398
10x5+mix_060.fjs,350
10x5+mix_061.fjs,394
10x5+mix_062.fjs,748
10x5+mix_063.fjs,416
10x5+mix_064.fjs,515
10x5+mix_065.fjs,489
10x5+mix_066.fjs,396
10x5+mix_067.fjs,438
10x5+mix_068.fjs,601
10x5+mix_069.fjs,465
10x5+mix_070.fjs,493
10x5+mix_071.fjs,724
10x5+mix_072.fjs,383
10x5+mix_073.fjs,437
10x5+mix_074.fjs,514
10x5+mix_075.fjs,474
10x5+mix_076.fjs,422
10x5+mix_077.fjs,506
10x5+mix_078.fjs,405
10x5+mix_079.fjs,417
10x5+mix_080.fjs,450
10x5+mix_081.fjs,440
10x5+mix_082.fjs,587
10x5+mix_083.fjs,461
10x5+mix_084.fjs,432
10x5+mix_085.fjs,484
10x5+mix_086.fjs,407
10x5+mix_087.fjs,507
10x5+mix_088.fjs,555
10x5+mix_089.fjs,446
10x5+mix_090.fjs,453
10x5+mix_091.fjs,423
10x5+mix_092.fjs,468
10x5+mix_093.fjs,492
10x5+mix_094.fjs,384
10x5+mix_095.fjs,490
10x5+mix_096.fjs,442
10x5+mix_097.fjs,384
10x5+mix_098.fjs,451
10x5+mix_099.fjs,383
10x5+mix_100.fjs,575
