instance_name,makespan
20x5+mix_001.fjs,790
20x5+mix_002.fjs,779
20x5+mix_003.fjs,766
20x5+mix_004.fjs,750
20x5+mix_005.fjs,860
20x5+mix_006.fjs,872
20x5+mix_007.fjs,805
20x5+mix_008.fjs,690
20x5+mix_009.fjs,753
20x5+mix_010.fjs,845
20x5+mix_011.fjs,854
20x5+mix_012.fjs,745
20x5+mix_013.fjs,825
20x5+mix_014.fjs,795
20x5+mix_015.fjs,790
20x5+mix_016.fjs,627
20x5+mix_017.fjs,725
20x5+mix_018.fjs,729
20x5+mix_019.fjs,732
20x5+mix_020.fjs,904
20x5+mix_021.fjs,780
20x5+mix_022.fjs,771
20x5+mix_023.fjs,895
20x5+mix_024.fjs,839
20x5+mix_025.fjs,822
20x5+mix_026.fjs,932
20x5+mix_027.fjs,814
20x5+mix_028.fjs,795
20x5+mix_029.fjs,855
20x5+mix_030.fjs,782
20x5+mix_031.fjs,718
20x5+mix_032.fjs,641
20x5+mix_033.fjs,773
20x5+mix_034.fjs,755
20x5+mix_035.fjs,779
20x5+mix_036.fjs,787
20x5+mix_037.fjs,857
20x5+mix_038.fjs,627
20x5+mix_039.fjs,840
20x5+mix_040.fjs,826
20x5+mix_041.fjs,964
20x5+mix_042.fjs,818
20x5+mix_043.fjs,985
20x5+mix_044.fjs,753
20x5+mix_045.fjs,881
20x5+mix_046.fjs,699
20x5+mix_047.fjs,872
20x5+mix_048.fjs,769
20x5+mix_049.fjs,800
20x5+mix_050.fjs,871
20x5+mix_051.fjs,971
20x5+mix_052.fjs,834
20x5+mix_053.fjs,1095
20x5+mix_054.fjs,811
20x5+mix_055.fjs,955
20x5+mix_056.fjs,690
20x5+mix_057.fjs,934
20x5+mix_058.fjs,768
20x5+mix_059.fjs,754
20x5+mix_060.fjs,992
20x5+mix_061.fjs,817
20x5+mix_062.fjs,678
20x5+mix_063.fjs,875
20x5+mix_064.fjs,796
20x5+mix_065.fjs,747
20x5+mix_066.fjs,952
20x5+mix_067.fjs,762
20x5+mix_068.fjs,879
20x5+mix_069.fjs,738
20x5+mix_070.fjs,929
20x5+mix_071.fjs,952
20x5+mix_072.fjs,924
20x5+mix_073.fjs,771
20x5+mix_074.fjs,967
20x5+mix_075.fjs,831
20x5+mix_076.fjs,870
20x5+mix_077.fjs,753
20x5+mix_078.fjs,924
20x5+mix_079.fjs,613
20x5+mix_080.fjs,689
20x5+mix_081.fjs,780
20x5+mix_082.fjs,991
20x5+mix_083.fjs,834
20x5+mix_084.fjs,711
20x5+mix_085.fjs,827
20x5+mix_086.fjs,781
20x5+mix_087.fjs,912
20x5+mix_088.fjs,843
20x5+mix_089.fjs,677
20x5+mix_090.fjs,759
20x5+mix_091.fjs,843
20x5+mix_092.fjs,758
20x5+mix_093.fjs,875
20x5+mix_094.fjs,788
20x5+mix_095.fjs,614
20x5+mix_096.fjs,809
20x5+mix_097.fjs,894
20x5+mix_098.fjs,769
20x5+mix_099.fjs,808
20x5+mix_100.fjs,817
