instance_name,makespan
20x10+mix_001.fjs,690
20x10+mix_002.fjs,759
20x10+mix_003.fjs,627
20x10+mix_004.fjs,606
20x10+mix_005.fjs,657
20x10+mix_006.fjs,772
20x10+mix_007.fjs,757
20x10+mix_008.fjs,651
20x10+mix_009.fjs,645
20x10+mix_010.fjs,779
20x10+mix_011.fjs,640
20x10+mix_012.fjs,805
20x10+mix_013.fjs,736
20x10+mix_014.fjs,705
20x10+mix_015.fjs,593
20x10+mix_016.fjs,676
20x10+mix_017.fjs,653
20x10+mix_018.fjs,768
20x10+mix_019.fjs,787
20x10+mix_020.fjs,687
20x10+mix_021.fjs,559
20x10+mix_022.fjs,730
20x10+mix_023.fjs,629
20x10+mix_024.fjs,668
20x10+mix_025.fjs,755
20x10+mix_026.fjs,708
20x10+mix_027.fjs,806
20x10+mix_028.fjs,645
20x10+mix_029.fjs,584
20x10+mix_030.fjs,623
20x10+mix_031.fjs,733
20x10+mix_032.fjs,658
20x10+mix_033.fjs,764
20x10+mix_034.fjs,738
20x10+mix_035.fjs,842
20x10+mix_036.fjs,742
20x10+mix_037.fjs,795
20x10+mix_038.fjs,764
20x10+mix_039.fjs,700
20x10+mix_040.fjs,799
20x10+mix_041.fjs,643
20x10+mix_042.fjs,733
20x10+mix_043.fjs,673
20x10+mix_044.fjs,722
20x10+mix_045.fjs,602
20x10+mix_046.fjs,640
20x10+mix_047.fjs,527
20x10+mix_048.fjs,697
20x10+mix_049.fjs,890
20x10+mix_050.fjs,837
20x10+mix_051.fjs,742
20x10+mix_052.fjs,787
20x10+mix_053.fjs,778
20x10+mix_054.fjs,624
20x10+mix_055.fjs,626
20x10+mix_056.fjs,689
20x10+mix_057.fjs,633
20x10+mix_058.fjs,619
20x10+mix_059.fjs,719
20x10+mix_060.fjs,695
20x10+mix_061.fjs,810
20x10+mix_062.fjs,692
20x10+mix_063.fjs,822
20x10+mix_064.fjs,842
20x10+mix_065.fjs,867
20x10+mix_066.fjs,689
20x10+mix_067.fjs,643
20x10+mix_068.fjs,728
20x10+mix_069.fjs,578
20x10+mix_070.fjs,847
20x10+mix_071.fjs,800
20x10+mix_072.fjs,612
20x10+mix_073.fjs,676
20x10+mix_074.fjs,665
20x10+mix_075.fjs,662
20x10+mix_076.fjs,739
20x10+mix_077.fjs,758
20x10+mix_078.fjs,780
20x10+mix_079.fjs,644
20x10+mix_080.fjs,663
20x10+mix_081.fjs,736
20x10+mix_082.fjs,743
20x10+mix_083.fjs,679
20x10+mix_084.fjs,810
20x10+mix_085.fjs,628
20x10+mix_086.fjs,692
20x10+mix_087.fjs,888
20x10+mix_088.fjs,957
20x10+mix_089.fjs,709
20x10+mix_090.fjs,728
20x10+mix_091.fjs,668
20x10+mix_092.fjs,755
20x10+mix_093.fjs,619
20x10+mix_094.fjs,957
20x10+mix_095.fjs,652
20x10+mix_096.fjs,668
20x10+mix_097.fjs,696
20x10+mix_098.fjs,725
20x10+mix_099.fjs,639
20x10+mix_100.fjs,638
