instance_name,makespan
10x5+mix_001.fjs,728
10x5+mix_002.fjs,386
10x5+mix_003.fjs,373
10x5+mix_004.fjs,430
10x5+mix_005.fjs,637
10x5+mix_006.fjs,546
10x5+mix_007.fjs,438
10x5+mix_008.fjs,520
10x5+mix_009.fjs,506
10x5+mix_010.fjs,512
10x5+mix_011.fjs,390
10x5+mix_012.fjs,684
10x5+mix_013.fjs,543
10x5+mix_014.fjs,424
10x5+mix_015.fjs,417
10x5+mix_016.fjs,526
10x5+mix_017.fjs,447
10x5+mix_018.fjs,344
10x5+mix_019.fjs,450
10x5+mix_020.fjs,624
10x5+mix_021.fjs,471
10x5+mix_022.fjs,381
10x5+mix_023.fjs,616
10x5+mix_024.fjs,443
10x5+mix_025.fjs,689
10x5+mix_026.fjs,358
10x5+mix_027.fjs,526
10x5+mix_028.fjs,443
10x5+mix_029.fjs,441
10x5+mix_030.fjs,401
10x5+mix_031.fjs,439
10x5+mix_032.fjs,633
10x5+mix_033.fjs,512
10x5+mix_034.fjs,408
10x5+mix_035.fjs,505
10x5+mix_036.fjs,487
10x5+mix_037.fjs,486
10x5+mix_038.fjs,580
10x5+mix_039.fjs,468
10x5+mix_040.fjs,436
10x5+mix_041.fjs,416
10x5+mix_042.fjs,450
10x5+mix_043.fjs,705
10x5+mix_044.fjs,672
10x5+mix_045.fjs,476
10x5+mix_046.fjs,397
10x5+mix_047.fjs,551
10x5+mix_048.fjs,542
10x5+mix_049.fjs,656
10x5+mix_050.fjs,462
10x5+mix_051.fjs,564
10x5+mix_052.fjs,580
10x5+mix_053.fjs,474
10x5+mix_054.fjs,427
10x5+mix_055.fjs,335
10x5+mix_056.fjs,377
10x5+mix_057.fjs,579
10x5+mix_058.fjs,396
10x5+mix_059.fjs,318
10x5+mix_060.fjs,368
10x5+mix_061.fjs,418
10x5+mix_062.fjs,537
10x5+mix_063.fjs,440
10x5+mix_064.fjs,380
10x5+mix_065.fjs,428
10x5+mix_066.fjs,368
10x5+mix_067.fjs,483
10x5+mix_068.fjs,682
10x5+mix_069.fjs,361
10x5+mix_070.fjs,691
10x5+mix_071.fjs,484
10x5+mix_072.fjs,437
10x5+mix_073.fjs,400
10x5+mix_074.fjs,437
10x5+mix_075.fjs,523
10x5+mix_076.fjs,480
10x5+mix_077.fjs,555
10x5+mix_078.fjs,431
10x5+mix_079.fjs,487
10x5+mix_080.fjs,439
10x5+mix_081.fjs,516
10x5+mix_082.fjs,519
10x5+mix_083.fjs,471
10x5+mix_084.fjs,529
10x5+mix_085.fjs,542
10x5+mix_086.fjs,419
10x5+mix_087.fjs,455
10x5+mix_088.fjs,452
10x5+mix_089.fjs,435
10x5+mix_090.fjs,520
10x5+mix_091.fjs,536
10x5+mix_092.fjs,491
10x5+mix_093.fjs,381
10x5+mix_094.fjs,444
10x5+mix_095.fjs,685
10x5+mix_096.fjs,540
10x5+mix_097.fjs,328
10x5+mix_098.fjs,578
10x5+mix_099.fjs,364
10x5+mix_100.fjs,551
