instance_name,makespan
3523_20j_5m.fjs,261
3524_20j_5m.fjs,228
3525_20j_5m.fjs,229
3526_20j_5m.fjs,217
3527_20j_5m.fjs,259
3529_20j_5m.fjs,243
3530_20j_5m.fjs,243
3531_20j_5m.fjs,248
3532_20j_5m.fjs,271
3533_20j_5m.fjs,238
3534_20j_5m.fjs,245
3536_20j_5m.fjs,239
3537_20j_5m.fjs,223
3538_20j_5m.fjs,227
3539_20j_5m.fjs,204
3540_20j_5m.fjs,216
3542_20j_5m.fjs,235
3543_20j_5m.fjs,201
3544_20j_5m.fjs,206
3545_20j_5m.fjs,222
3546_20j_5m.fjs,258
3547_20j_5m.fjs,211
3549_20j_5m.fjs,230
3550_20j_5m.fjs,241
3551_20j_5m.fjs,250
3552_20j_5m.fjs,194
3553_20j_5m.fjs,235
3555_20j_5m.fjs,215
3556_20j_5m.fjs,241
3557_20j_5m.fjs,249
3558_20j_5m.fjs,250
3559_20j_5m.fjs,232
3601_20j_5m.fjs,250
3602_20j_5m.fjs,233
3603_20j_5m.fjs,251
3604_20j_5m.fjs,214
3605_20j_5m.fjs,241
3606_20j_5m.fjs,246
3608_20j_5m.fjs,240
3609_20j_5m.fjs,215
3610_20j_5m.fjs,202
3611_20j_5m.fjs,223
3612_20j_5m.fjs,238
3614_20j_5m.fjs,220
3615_20j_5m.fjs,199
3616_20j_5m.fjs,201
3617_20j_5m.fjs,210
3618_20j_5m.fjs,236
3619_20j_5m.fjs,191
3621_20j_5m.fjs,203
3622_20j_5m.fjs,254
3623_20j_5m.fjs,239
3624_20j_5m.fjs,216
3625_20j_5m.fjs,250
3627_20j_5m.fjs,210
3628_20j_5m.fjs,264
3629_20j_5m.fjs,218
3630_20j_5m.fjs,248
3631_20j_5m.fjs,227
3633_20j_5m.fjs,229
3634_20j_5m.fjs,208
3635_20j_5m.fjs,211
3636_20j_5m.fjs,213
3637_20j_5m.fjs,258
3638_20j_5m.fjs,209
3640_20j_5m.fjs,219
3641_20j_5m.fjs,209
3642_20j_5m.fjs,229
3643_20j_5m.fjs,220
3644_20j_5m.fjs,206
3645_20j_5m.fjs,224
3647_20j_5m.fjs,236
3648_20j_5m.fjs,244
3649_20j_5m.fjs,230
3650_20j_5m.fjs,240
3651_20j_5m.fjs,217
3653_20j_5m.fjs,220
3654_20j_5m.fjs,266
3655_20j_5m.fjs,254
3656_20j_5m.fjs,226
3657_20j_5m.fjs,235
3658_20j_5m.fjs,219
3700_20j_5m.fjs,261
3701_20j_5m.fjs,237
3702_20j_5m.fjs,232
3703_20j_5m.fjs,241
3704_20j_5m.fjs,224
3706_20j_5m.fjs,251
3707_20j_5m.fjs,231
3708_20j_5m.fjs,206
3709_20j_5m.fjs,226
3710_20j_5m.fjs,191
3711_20j_5m.fjs,223
3713_20j_5m.fjs,209
3714_20j_5m.fjs,238
3715_20j_5m.fjs,221
3716_20j_5m.fjs,211
3717_20j_5m.fjs,236
3718_20j_5m.fjs,226
3720_20j_5m.fjs,215
