instance_name,makespan
3128_10j_5m.fjs,126
3129_10j_5m.fjs,153
3130_10j_5m.fjs,151
3131_10j_5m.fjs,143
3133_10j_5m.fjs,121
3134_10j_5m.fjs,128
3135_10j_5m.fjs,116
3136_10j_5m.fjs,136
3137_10j_5m.fjs,122
3138_10j_5m.fjs,125
3139_10j_5m.fjs,137
3140_10j_5m.fjs,140
3141_10j_5m.fjs,139
3142_10j_5m.fjs,148
3144_10j_5m.fjs,138
3145_10j_5m.fjs,116
3146_10j_5m.fjs,166
3147_10j_5m.fjs,115
3148_10j_5m.fjs,145
3149_10j_5m.fjs,124
3150_10j_5m.fjs,141
3151_10j_5m.fjs,174
3152_10j_5m.fjs,168
3153_10j_5m.fjs,200
3155_10j_5m.fjs,139
3156_10j_5m.fjs,126
3157_10j_5m.fjs,141
3158_10j_5m.fjs,123
3159_10j_5m.fjs,146
3200_10j_5m.fjs,127
3201_10j_5m.fjs,125
3202_10j_5m.fjs,154
3203_10j_5m.fjs,147
3205_10j_5m.fjs,117
3206_10j_5m.fjs,116
3207_10j_5m.fjs,123
3208_10j_5m.fjs,122
3209_10j_5m.fjs,124
3210_10j_5m.fjs,127
3211_10j_5m.fjs,139
3212_10j_5m.fjs,122
3213_10j_5m.fjs,125
3214_10j_5m.fjs,120
3216_10j_5m.fjs,137
3217_10j_5m.fjs,113
3218_10j_5m.fjs,119
3219_10j_5m.fjs,139
3220_10j_5m.fjs,116
3221_10j_5m.fjs,134
3222_10j_5m.fjs,127
3223_10j_5m.fjs,124
3225_10j_5m.fjs,133
3226_10j_5m.fjs,97
3227_10j_5m.fjs,126
3228_10j_5m.fjs,142
3229_10j_5m.fjs,100
3230_10j_5m.fjs,137
3231_10j_5m.fjs,134
3232_10j_5m.fjs,132
3233_10j_5m.fjs,137
3234_10j_5m.fjs,106
3235_10j_5m.fjs,115
3237_10j_5m.fjs,126
3238_10j_5m.fjs,133
3239_10j_5m.fjs,136
3240_10j_5m.fjs,125
3241_10j_5m.fjs,147
3242_10j_5m.fjs,117
3243_10j_5m.fjs,135
3244_10j_5m.fjs,121
3245_10j_5m.fjs,134
3246_10j_5m.fjs,147
3248_10j_5m.fjs,155
3249_10j_5m.fjs,153
3250_10j_5m.fjs,149
3251_10j_5m.fjs,177
3252_10j_5m.fjs,132
3253_10j_5m.fjs,141
3254_10j_5m.fjs,137
3255_10j_5m.fjs,145
3256_10j_5m.fjs,88
3257_10j_5m.fjs,119
3259_10j_5m.fjs,106
3300_10j_5m.fjs,127
3301_10j_5m.fjs,120
3302_10j_5m.fjs,118
3303_10j_5m.fjs,113
3304_10j_5m.fjs,108
3305_10j_5m.fjs,118
3306_10j_5m.fjs,126
3307_10j_5m.fjs,124
3308_10j_5m.fjs,112
3309_10j_5m.fjs,113
3311_10j_5m.fjs,137
3312_10j_5m.fjs,115
3313_10j_5m.fjs,109
3314_10j_5m.fjs,119
3315_10j_5m.fjs,163
3316_10j_5m.fjs,116
3317_10j_5m.fjs,159
