instance_name,makespan
1615_15j_10m.fjs,205
1616_15j_10m.fjs,189
1617_15j_10m.fjs,213
1618_15j_10m.fjs,165
1620_15j_10m.fjs,222
1621_15j_10m.fjs,218
1622_15j_10m.fjs,231
1623_15j_10m.fjs,193
1625_15j_10m.fjs,220
1626_15j_10m.fjs,174
1627_15j_10m.fjs,215
1628_15j_10m.fjs,166
1629_15j_10m.fjs,201
1631_15j_10m.fjs,204
1632_15j_10m.fjs,207
1633_15j_10m.fjs,200
1634_15j_10m.fjs,191
1636_15j_10m.fjs,167
1637_15j_10m.fjs,214
1638_15j_10m.fjs,188
1639_15j_10m.fjs,219
1641_15j_10m.fjs,186
1642_15j_10m.fjs,194
1643_15j_10m.fjs,277
1644_15j_10m.fjs,181
1646_15j_10m.fjs,217
1647_15j_10m.fjs,181
1648_15j_10m.fjs,187
1649_15j_10m.fjs,186
1651_15j_10m.fjs,173
1652_15j_10m.fjs,213
1653_15j_10m.fjs,181
1654_15j_10m.fjs,222
1656_15j_10m.fjs,222
1657_15j_10m.fjs,235
1658_15j_10m.fjs,220
1659_15j_10m.fjs,204
1701_15j_10m.fjs,192
1702_15j_10m.fjs,176
1703_15j_10m.fjs,197
1704_15j_10m.fjs,224
1706_15j_10m.fjs,190
1707_15j_10m.fjs,230
1708_15j_10m.fjs,201
1709_15j_10m.fjs,197
1711_15j_10m.fjs,201
1712_15j_10m.fjs,205
1713_15j_10m.fjs,193
1714_15j_10m.fjs,233
1716_15j_10m.fjs,213
1717_15j_10m.fjs,219
1718_15j_10m.fjs,221
1719_15j_10m.fjs,211
1721_15j_10m.fjs,234
1722_15j_10m.fjs,216
1723_15j_10m.fjs,218
1725_15j_10m.fjs,242
1726_15j_10m.fjs,226
1727_15j_10m.fjs,207
1728_15j_10m.fjs,212
1730_15j_10m.fjs,184
1731_15j_10m.fjs,174
1732_15j_10m.fjs,156
1733_15j_10m.fjs,187
1735_15j_10m.fjs,155
1736_15j_10m.fjs,186
1737_15j_10m.fjs,193
1738_15j_10m.fjs,169
1740_15j_10m.fjs,213
1741_15j_10m.fjs,174
1742_15j_10m.fjs,208
1743_15j_10m.fjs,206
1745_15j_10m.fjs,184
1746_15j_10m.fjs,186
1747_15j_10m.fjs,195
1748_15j_10m.fjs,213
1750_15j_10m.fjs,188
1751_15j_10m.fjs,200
1752_15j_10m.fjs,211
1753_15j_10m.fjs,180
1755_15j_10m.fjs,165
1756_15j_10m.fjs,220
1757_15j_10m.fjs,211
1758_15j_10m.fjs,174
1800_15j_10m.fjs,235
1801_15j_10m.fjs,201
1802_15j_10m.fjs,178
1803_15j_10m.fjs,222
1805_15j_10m.fjs,212
1806_15j_10m.fjs,187
1807_15j_10m.fjs,179
1808_15j_10m.fjs,223
1810_15j_10m.fjs,230
1811_15j_10m.fjs,247
1812_15j_10m.fjs,213
1813_15j_10m.fjs,203
1815_15j_10m.fjs,220
1816_15j_10m.fjs,243
1817_15j_10m.fjs,209
1818_15j_10m.fjs,201
