instance_name,makespan
5056_40j_10m.fjs,466
5058_40j_10m.fjs,442
5059_40j_10m.fjs,421
5101_40j_10m.fjs,468
5102_40j_10m.fjs,426
5103_40j_10m.fjs,423
5105_40j_10m.fjs,452
5106_40j_10m.fjs,543
5107_40j_10m.fjs,440
5109_40j_10m.fjs,415
5110_40j_10m.fjs,468
5111_40j_10m.fjs,472
5113_40j_10m.fjs,500
5114_40j_10m.fjs,450
5115_40j_10m.fjs,499
5117_40j_10m.fjs,466
5118_40j_10m.fjs,405
5120_40j_10m.fjs,468
5121_40j_10m.fjs,441
5122_40j_10m.fjs,446
5124_40j_10m.fjs,409
5125_40j_10m.fjs,497
5126_40j_10m.fjs,450
5128_40j_10m.fjs,425
5129_40j_10m.fjs,483
5130_40j_10m.fjs,451
5132_40j_10m.fjs,469
5133_40j_10m.fjs,456
5135_40j_10m.fjs,450
5136_40j_10m.fjs,540
5137_40j_10m.fjs,447
5139_40j_10m.fjs,440
5140_40j_10m.fjs,426
5141_40j_10m.fjs,444
5143_40j_10m.fjs,440
5144_40j_10m.fjs,503
5145_40j_10m.fjs,520
5147_40j_10m.fjs,485
5148_40j_10m.fjs,462
5150_40j_10m.fjs,455
5151_40j_10m.fjs,493
5152_40j_10m.fjs,448
5154_40j_10m.fjs,448
5155_40j_10m.fjs,494
5156_40j_10m.fjs,467
5158_40j_10m.fjs,455
5159_40j_10m.fjs,486
5200_40j_10m.fjs,463
5202_40j_10m.fjs,426
5203_40j_10m.fjs,426
5204_40j_10m.fjs,409
5206_40j_10m.fjs,461
5207_40j_10m.fjs,550
5208_40j_10m.fjs,459
5210_40j_10m.fjs,572
5211_40j_10m.fjs,444
5213_40j_10m.fjs,519
5214_40j_10m.fjs,475
5215_40j_10m.fjs,440
5217_40j_10m.fjs,474
5218_40j_10m.fjs,413
5219_40j_10m.fjs,514
5221_40j_10m.fjs,504
5222_40j_10m.fjs,459
5223_40j_10m.fjs,447
5225_40j_10m.fjs,506
5226_40j_10m.fjs,434
5227_40j_10m.fjs,459
5229_40j_10m.fjs,423
5230_40j_10m.fjs,458
5232_40j_10m.fjs,456
5233_40j_10m.fjs,453
5234_40j_10m.fjs,505
5236_40j_10m.fjs,476
5237_40j_10m.fjs,422
5238_40j_10m.fjs,449
5240_40j_10m.fjs,414
5241_40j_10m.fjs,412
5242_40j_10m.fjs,459
5244_40j_10m.fjs,483
5245_40j_10m.fjs,461
5246_40j_10m.fjs,464
5248_40j_10m.fjs,398
5249_40j_10m.fjs,413
5250_40j_10m.fjs,461
5252_40j_10m.fjs,467
5253_40j_10m.fjs,445
5254_40j_10m.fjs,432
5256_40j_10m.fjs,442
5257_40j_10m.fjs,488
5258_40j_10m.fjs,459
5300_40j_10m.fjs,422
5301_40j_10m.fjs,472
5303_40j_10m.fjs,470
5304_40j_10m.fjs,431
5305_40j_10m.fjs,419
5307_40j_10m.fjs,452
5308_40j_10m.fjs,430
5309_40j_10m.fjs,451
5311_40j_10m.fjs,447
