instance_name,makespan
3523_20j_5m.fjs,289
3524_20j_5m.fjs,254
3525_20j_5m.fjs,314
3526_20j_5m.fjs,227
3527_20j_5m.fjs,285
3529_20j_5m.fjs,278
3530_20j_5m.fjs,276
3531_20j_5m.fjs,264
3532_20j_5m.fjs,248
3533_20j_5m.fjs,237
3534_20j_5m.fjs,245
3536_20j_5m.fjs,270
3537_20j_5m.fjs,272
3538_20j_5m.fjs,245
3539_20j_5m.fjs,220
3540_20j_5m.fjs,251
3542_20j_5m.fjs,244
3543_20j_5m.fjs,201
3544_20j_5m.fjs,225
3545_20j_5m.fjs,213
3546_20j_5m.fjs,260
3547_20j_5m.fjs,198
3549_20j_5m.fjs,310
3550_20j_5m.fjs,287
3551_20j_5m.fjs,243
3552_20j_5m.fjs,204
3553_20j_5m.fjs,255
3555_20j_5m.fjs,248
3556_20j_5m.fjs,246
3557_20j_5m.fjs,272
3558_20j_5m.fjs,300
3559_20j_5m.fjs,294
3601_20j_5m.fjs,265
3602_20j_5m.fjs,268
3603_20j_5m.fjs,255
3604_20j_5m.fjs,214
3605_20j_5m.fjs,271
3606_20j_5m.fjs,253
3608_20j_5m.fjs,244
3609_20j_5m.fjs,229
3610_20j_5m.fjs,217
3611_20j_5m.fjs,237
3612_20j_5m.fjs,247
3614_20j_5m.fjs,278
3615_20j_5m.fjs,252
3616_20j_5m.fjs,188
3617_20j_5m.fjs,240
3618_20j_5m.fjs,295
3619_20j_5m.fjs,245
3621_20j_5m.fjs,234
3622_20j_5m.fjs,293
3623_20j_5m.fjs,269
3624_20j_5m.fjs,227
3625_20j_5m.fjs,244
3627_20j_5m.fjs,208
3628_20j_5m.fjs,332
3629_20j_5m.fjs,288
3630_20j_5m.fjs,247
3631_20j_5m.fjs,250
3633_20j_5m.fjs,269
3634_20j_5m.fjs,297
3635_20j_5m.fjs,239
3636_20j_5m.fjs,220
3637_20j_5m.fjs,270
3638_20j_5m.fjs,238
3640_20j_5m.fjs,205
3641_20j_5m.fjs,226
3642_20j_5m.fjs,246
3643_20j_5m.fjs,256
3644_20j_5m.fjs,245
3645_20j_5m.fjs,243
3647_20j_5m.fjs,246
3648_20j_5m.fjs,247
3649_20j_5m.fjs,249
3650_20j_5m.fjs,253
3651_20j_5m.fjs,273
3653_20j_5m.fjs,238
3654_20j_5m.fjs,254
3655_20j_5m.fjs,244
3656_20j_5m.fjs,250
3657_20j_5m.fjs,336
3658_20j_5m.fjs,278
3700_20j_5m.fjs,267
3701_20j_5m.fjs,234
3702_20j_5m.fjs,249
3703_20j_5m.fjs,248
3704_20j_5m.fjs,216
3706_20j_5m.fjs,284
3707_20j_5m.fjs,320
3708_20j_5m.fjs,231
3709_20j_5m.fjs,212
3710_20j_5m.fjs,269
3711_20j_5m.fjs,252
3713_20j_5m.fjs,203
3714_20j_5m.fjs,230
3715_20j_5m.fjs,219
3716_20j_5m.fjs,263
3717_20j_5m.fjs,234
3718_20j_5m.fjs,230
3720_20j_5m.fjs,324
