instance_name,makespan
0928_20j_10m.fjs,273
0929_20j_10m.fjs,256
0931_20j_10m.fjs,218
0932_20j_10m.fjs,274
0933_20j_10m.fjs,290
0935_20j_10m.fjs,237
0936_20j_10m.fjs,295
0937_20j_10m.fjs,290
0938_20j_10m.fjs,266
0940_20j_10m.fjs,262
0941_20j_10m.fjs,253
0942_20j_10m.fjs,340
0944_20j_10m.fjs,267
0945_20j_10m.fjs,228
0946_20j_10m.fjs,242
0948_20j_10m.fjs,291
0949_20j_10m.fjs,326
0950_20j_10m.fjs,291
0951_20j_10m.fjs,268
0953_20j_10m.fjs,251
0954_20j_10m.fjs,238
0955_20j_10m.fjs,262
0957_20j_10m.fjs,270
0958_20j_10m.fjs,283
0959_20j_10m.fjs,253
1001_20j_10m.fjs,284
1002_20j_10m.fjs,270
1003_20j_10m.fjs,296
1005_20j_10m.fjs,298
1006_20j_10m.fjs,267
1007_20j_10m.fjs,293
1009_20j_10m.fjs,324
1010_20j_10m.fjs,247
1011_20j_10m.fjs,283
1013_20j_10m.fjs,254
1014_20j_10m.fjs,277
1015_20j_10m.fjs,339
1016_20j_10m.fjs,257
1018_20j_10m.fjs,279
1019_20j_10m.fjs,259
1021_20j_10m.fjs,247
1022_20j_10m.fjs,244
1023_20j_10m.fjs,301
1025_20j_10m.fjs,231
1026_20j_10m.fjs,221
1027_20j_10m.fjs,295
1029_20j_10m.fjs,283
1030_20j_10m.fjs,231
1031_20j_10m.fjs,279
1032_20j_10m.fjs,220
1034_20j_10m.fjs,277
1035_20j_10m.fjs,364
1036_20j_10m.fjs,299
1038_20j_10m.fjs,282
1039_20j_10m.fjs,269
1040_20j_10m.fjs,299
1042_20j_10m.fjs,284
1043_20j_10m.fjs,300
1044_20j_10m.fjs,342
1046_20j_10m.fjs,251
1047_20j_10m.fjs,271
1048_20j_10m.fjs,286
1050_20j_10m.fjs,282
1051_20j_10m.fjs,279
1052_20j_10m.fjs,310
1054_20j_10m.fjs,275
1055_20j_10m.fjs,280
1056_20j_10m.fjs,250
1057_20j_10m.fjs,292
1059_20j_10m.fjs,280
1100_20j_10m.fjs,221
1101_20j_10m.fjs,268
1103_20j_10m.fjs,278
1104_20j_10m.fjs,307
1105_20j_10m.fjs,305
1107_20j_10m.fjs,292
1108_20j_10m.fjs,218
1109_20j_10m.fjs,300
1111_20j_10m.fjs,206
1112_20j_10m.fjs,257
1113_20j_10m.fjs,248
1115_20j_10m.fjs,298
1116_20j_10m.fjs,277
1117_20j_10m.fjs,314
1118_20j_10m.fjs,316
1120_20j_10m.fjs,259
1121_20j_10m.fjs,303
1122_20j_10m.fjs,274
1124_20j_10m.fjs,257
1125_20j_10m.fjs,258
1126_20j_10m.fjs,286
1128_20j_10m.fjs,339
1129_20j_10m.fjs,294
1130_20j_10m.fjs,263
1132_20j_10m.fjs,235
1133_20j_10m.fjs,244
1134_20j_10m.fjs,247
1135_20j_10m.fjs,260
1137_20j_10m.fjs,273
1138_20j_10m.fjs,294
