instance_name,makespan
15x10+mix_001.fjs,453
15x10+mix_002.fjs,452
15x10+mix_003.fjs,494
15x10+mix_004.fjs,456
15x10+mix_005.fjs,472
15x10+mix_006.fjs,557
15x10+mix_007.fjs,528
15x10+mix_008.fjs,517
15x10+mix_009.fjs,569
15x10+mix_010.fjs,541
15x10+mix_011.fjs,738
15x10+mix_012.fjs,555
15x10+mix_013.fjs,480
15x10+mix_014.fjs,463
15x10+mix_015.fjs,507
15x10+mix_016.fjs,638
15x10+mix_017.fjs,525
15x10+mix_018.fjs,495
15x10+mix_019.fjs,565
15x10+mix_020.fjs,510
15x10+mix_021.fjs,542
15x10+mix_022.fjs,555
15x10+mix_023.fjs,531
15x10+mix_024.fjs,565
15x10+mix_025.fjs,474
15x10+mix_026.fjs,492
15x10+mix_027.fjs,424
15x10+mix_028.fjs,512
15x10+mix_029.fjs,710
15x10+mix_030.fjs,458
15x10+mix_031.fjs,453
15x10+mix_032.fjs,553
15x10+mix_033.fjs,434
15x10+mix_034.fjs,519
15x10+mix_035.fjs,487
15x10+mix_036.fjs,447
15x10+mix_037.fjs,471
15x10+mix_038.fjs,482
15x10+mix_039.fjs,523
15x10+mix_040.fjs,481
15x10+mix_041.fjs,522
15x10+mix_042.fjs,490
15x10+mix_043.fjs,552
15x10+mix_044.fjs,520
15x10+mix_045.fjs,499
15x10+mix_046.fjs,493
15x10+mix_047.fjs,596
15x10+mix_048.fjs,521
15x10+mix_049.fjs,462
15x10+mix_050.fjs,523
15x10+mix_051.fjs,419
15x10+mix_052.fjs,493
15x10+mix_053.fjs,466
15x10+mix_054.fjs,465
15x10+mix_055.fjs,446
15x10+mix_056.fjs,461
15x10+mix_057.fjs,458
15x10+mix_058.fjs,515
15x10+mix_059.fjs,537
15x10+mix_060.fjs,587
15x10+mix_061.fjs,489
15x10+mix_062.fjs,551
15x10+mix_063.fjs,489
15x10+mix_064.fjs,495
15x10+mix_065.fjs,456
15x10+mix_066.fjs,476
15x10+mix_067.fjs,473
15x10+mix_068.fjs,447
15x10+mix_069.fjs,532
15x10+mix_070.fjs,447
15x10+mix_071.fjs,477
15x10+mix_072.fjs,503
15x10+mix_073.fjs,511
15x10+mix_074.fjs,621
15x10+mix_075.fjs,552
15x10+mix_076.fjs,563
15x10+mix_077.fjs,612
15x10+mix_078.fjs,589
15x10+mix_079.fjs,496
15x10+mix_080.fjs,606
15x10+mix_081.fjs,482
15x10+mix_082.fjs,439
15x10+mix_083.fjs,505
15x10+mix_084.fjs,543
15x10+mix_085.fjs,538
15x10+mix_086.fjs,462
15x10+mix_087.fjs,513
15x10+mix_088.fjs,421
15x10+mix_089.fjs,478
15x10+mix_090.fjs,552
15x10+mix_091.fjs,467
15x10+mix_092.fjs,554
15x10+mix_093.fjs,545
15x10+mix_094.fjs,384
15x10+mix_095.fjs,581
15x10+mix_096.fjs,499
15x10+mix_097.fjs,506
15x10+mix_098.fjs,487
15x10+mix_099.fjs,527
15x10+mix_100.fjs,611
