instance_name,makespan
20x10+mix_001.fjs,628
20x10+mix_002.fjs,625
20x10+mix_003.fjs,502
20x10+mix_004.fjs,519
20x10+mix_005.fjs,608
20x10+mix_006.fjs,616
20x10+mix_007.fjs,617
20x10+mix_008.fjs,554
20x10+mix_009.fjs,542
20x10+mix_010.fjs,586
20x10+mix_011.fjs,566
20x10+mix_012.fjs,682
20x10+mix_013.fjs,633
20x10+mix_014.fjs,524
20x10+mix_015.fjs,543
20x10+mix_016.fjs,610
20x10+mix_017.fjs,558
20x10+mix_018.fjs,564
20x10+mix_019.fjs,701
20x10+mix_020.fjs,615
20x10+mix_021.fjs,559
20x10+mix_022.fjs,658
20x10+mix_023.fjs,599
20x10+mix_024.fjs,528
20x10+mix_025.fjs,616
20x10+mix_026.fjs,681
20x10+mix_027.fjs,626
20x10+mix_028.fjs,603
20x10+mix_029.fjs,550
20x10+mix_030.fjs,598
20x10+mix_031.fjs,718
20x10+mix_032.fjs,572
20x10+mix_033.fjs,675
20x10+mix_034.fjs,566
20x10+mix_035.fjs,627
20x10+mix_036.fjs,611
20x10+mix_037.fjs,556
20x10+mix_038.fjs,651
20x10+mix_039.fjs,684
20x10+mix_040.fjs,545
20x10+mix_041.fjs,558
20x10+mix_042.fjs,570
20x10+mix_043.fjs,565
20x10+mix_044.fjs,609
20x10+mix_045.fjs,509
20x10+mix_046.fjs,592
20x10+mix_047.fjs,471
20x10+mix_048.fjs,622
20x10+mix_049.fjs,612
20x10+mix_050.fjs,577
20x10+mix_051.fjs,571
20x10+mix_052.fjs,718
20x10+mix_053.fjs,610
20x10+mix_054.fjs,552
20x10+mix_055.fjs,521
20x10+mix_056.fjs,702
20x10+mix_057.fjs,532
20x10+mix_058.fjs,610
20x10+mix_059.fjs,599
20x10+mix_060.fjs,597
20x10+mix_061.fjs,645
20x10+mix_062.fjs,553
20x10+mix_063.fjs,669
20x10+mix_064.fjs,578
20x10+mix_065.fjs,550
20x10+mix_066.fjs,594
20x10+mix_067.fjs,559
20x10+mix_068.fjs,555
20x10+mix_069.fjs,560
20x10+mix_070.fjs,632
20x10+mix_071.fjs,609
20x10+mix_072.fjs,565
20x10+mix_073.fjs,611
20x10+mix_074.fjs,559
20x10+mix_075.fjs,634
20x10+mix_076.fjs,629
20x10+mix_077.fjs,496
20x10+mix_078.fjs,600
20x10+mix_079.fjs,582
20x10+mix_080.fjs,582
20x10+mix_081.fjs,538
20x10+mix_082.fjs,568
20x10+mix_083.fjs,514
20x10+mix_084.fjs,614
20x10+mix_085.fjs,613
20x10+mix_086.fjs,624
20x10+mix_087.fjs,593
20x10+mix_088.fjs,599
20x10+mix_089.fjs,617
20x10+mix_090.fjs,576
20x10+mix_091.fjs,530
20x10+mix_092.fjs,550
20x10+mix_093.fjs,564
20x10+mix_094.fjs,558
20x10+mix_095.fjs,583
20x10+mix_096.fjs,518
20x10+mix_097.fjs,616
20x10+mix_098.fjs,609
20x10+mix_099.fjs,569
20x10+mix_100.fjs,571
