instance_name,makespan
10x5+mix_001.fjs,451
10x5+mix_002.fjs,319
10x5+mix_003.fjs,374
10x5+mix_004.fjs,402
10x5+mix_005.fjs,438
10x5+mix_006.fjs,441
10x5+mix_007.fjs,380
10x5+mix_008.fjs,451
10x5+mix_009.fjs,425
10x5+mix_010.fjs,413
10x5+mix_011.fjs,366
10x5+mix_012.fjs,525
10x5+mix_013.fjs,502
10x5+mix_014.fjs,431
10x5+mix_015.fjs,335
10x5+mix_016.fjs,429
10x5+mix_017.fjs,370
10x5+mix_018.fjs,293
10x5+mix_019.fjs,357
10x5+mix_020.fjs,405
10x5+mix_021.fjs,364
10x5+mix_022.fjs,315
10x5+mix_023.fjs,428
10x5+mix_024.fjs,451
10x5+mix_025.fjs,437
10x5+mix_026.fjs,334
10x5+mix_027.fjs,408
10x5+mix_028.fjs,395
10x5+mix_029.fjs,383
10x5+mix_030.fjs,356
10x5+mix_031.fjs,307
10x5+mix_032.fjs,486
10x5+mix_033.fjs,392
10x5+mix_034.fjs,429
10x5+mix_035.fjs,414
10x5+mix_036.fjs,441
10x5+mix_037.fjs,383
10x5+mix_038.fjs,412
10x5+mix_039.fjs,404
10x5+mix_040.fjs,363
10x5+mix_041.fjs,416
10x5+mix_042.fjs,377
10x5+mix_043.fjs,465
10x5+mix_044.fjs,452
10x5+mix_045.fjs,432
10x5+mix_046.fjs,407
10x5+mix_047.fjs,422
10x5+mix_048.fjs,497
10x5+mix_049.fjs,519
10x5+mix_050.fjs,453
10x5+mix_051.fjs,524
10x5+mix_052.fjs,471
10x5+mix_053.fjs,384
10x5+mix_054.fjs,364
10x5+mix_055.fjs,287
10x5+mix_056.fjs,427
10x5+mix_057.fjs,549
10x5+mix_058.fjs,302
10x5+mix_059.fjs,320
10x5+mix_060.fjs,358
10x5+mix_061.fjs,335
10x5+mix_062.fjs,492
10x5+mix_063.fjs,367
10x5+mix_064.fjs,360
10x5+mix_065.fjs,380
10x5+mix_066.fjs,362
10x5+mix_067.fjs,381
10x5+mix_068.fjs,403
10x5+mix_069.fjs,355
10x5+mix_070.fjs,440
10x5+mix_071.fjs,419
10x5+mix_072.fjs,336
10x5+mix_073.fjs,413
10x5+mix_074.fjs,369
10x5+mix_075.fjs,426
10x5+mix_076.fjs,436
10x5+mix_077.fjs,365
10x5+mix_078.fjs,363
10x5+mix_079.fjs,408
10x5+mix_080.fjs,365
10x5+mix_081.fjs,348
10x5+mix_082.fjs,387
10x5+mix_083.fjs,424
10x5+mix_084.fjs,389
10x5+mix_085.fjs,464
10x5+mix_086.fjs,384
10x5+mix_087.fjs,425
10x5+mix_088.fjs,409
10x5+mix_089.fjs,437
10x5+mix_090.fjs,416
10x5+mix_091.fjs,391
10x5+mix_092.fjs,292
10x5+mix_093.fjs,394
10x5+mix_094.fjs,380
10x5+mix_095.fjs,444
10x5+mix_096.fjs,440
10x5+mix_097.fjs,289
10x5+mix_098.fjs,396
10x5+mix_099.fjs,397
10x5+mix_100.fjs,418
