instance_name,makespan
3523_20j_5m.fjs,227
3524_20j_5m.fjs,204
3525_20j_5m.fjs,241
3526_20j_5m.fjs,202
3527_20j_5m.fjs,224
3529_20j_5m.fjs,222
3530_20j_5m.fjs,231
3531_20j_5m.fjs,225
3532_20j_5m.fjs,243
3533_20j_5m.fjs,213
3534_20j_5m.fjs,221
3536_20j_5m.fjs,207
3537_20j_5m.fjs,197
3538_20j_5m.fjs,190
3539_20j_5m.fjs,192
3540_20j_5m.fjs,199
3542_20j_5m.fjs,217
3543_20j_5m.fjs,186
3544_20j_5m.fjs,193
3545_20j_5m.fjs,187
3546_20j_5m.fjs,215
3547_20j_5m.fjs,184
3549_20j_5m.fjs,223
3550_20j_5m.fjs,209
3551_20j_5m.fjs,220
3552_20j_5m.fjs,182
3553_20j_5m.fjs,217
3555_20j_5m.fjs,204
3556_20j_5m.fjs,204
3557_20j_5m.fjs,216
3558_20j_5m.fjs,234
3559_20j_5m.fjs,226
3601_20j_5m.fjs,211
3602_20j_5m.fjs,212
3603_20j_5m.fjs,242
3604_20j_5m.fjs,208
3605_20j_5m.fjs,213
3606_20j_5m.fjs,220
3608_20j_5m.fjs,232
3609_20j_5m.fjs,206
3610_20j_5m.fjs,189
3611_20j_5m.fjs,205
3612_20j_5m.fjs,201
3614_20j_5m.fjs,208
3615_20j_5m.fjs,176
3616_20j_5m.fjs,177
3617_20j_5m.fjs,185
3618_20j_5m.fjs,215
3619_20j_5m.fjs,178
3621_20j_5m.fjs,187
3622_20j_5m.fjs,224
3623_20j_5m.fjs,244
3624_20j_5m.fjs,199
3625_20j_5m.fjs,204
3627_20j_5m.fjs,201
3628_20j_5m.fjs,231
3629_20j_5m.fjs,203
3630_20j_5m.fjs,205
3631_20j_5m.fjs,210
3633_20j_5m.fjs,202
3634_20j_5m.fjs,190
3635_20j_5m.fjs,197
3636_20j_5m.fjs,191
3637_20j_5m.fjs,220
3638_20j_5m.fjs,205
3640_20j_5m.fjs,192
3641_20j_5m.fjs,194
3642_20j_5m.fjs,206
3643_20j_5m.fjs,175
3644_20j_5m.fjs,181
3645_20j_5m.fjs,206
3647_20j_5m.fjs,188
3648_20j_5m.fjs,210
3649_20j_5m.fjs,229
3650_20j_5m.fjs,230
3651_20j_5m.fjs,198
3653_20j_5m.fjs,194
3654_20j_5m.fjs,226
3655_20j_5m.fjs,229
3656_20j_5m.fjs,206
3657_20j_5m.fjs,198
3658_20j_5m.fjs,214
3700_20j_5m.fjs,233
3701_20j_5m.fjs,207
3702_20j_5m.fjs,213
3703_20j_5m.fjs,227
3704_20j_5m.fjs,210
3706_20j_5m.fjs,222
3707_20j_5m.fjs,222
3708_20j_5m.fjs,194
3709_20j_5m.fjs,200
3710_20j_5m.fjs,196
3711_20j_5m.fjs,201
3713_20j_5m.fjs,190
3714_20j_5m.fjs,207
3715_20j_5m.fjs,193
3716_20j_5m.fjs,206
3717_20j_5m.fjs,229
3718_20j_5m.fjs,209
3720_20j_5m.fjs,197
