instance_name,makespan
3731_30j_10m.fjs,294
3733_30j_10m.fjs,322
3734_30j_10m.fjs,285
3735_30j_10m.fjs,298
3737_30j_10m.fjs,312
3738_30j_10m.fjs,300
3740_30j_10m.fjs,292
3741_30j_10m.fjs,296
3742_30j_10m.fjs,303
3744_30j_10m.fjs,285
3745_30j_10m.fjs,294
3747_30j_10m.fjs,325
3748_30j_10m.fjs,277
3749_30j_10m.fjs,327
3751_30j_10m.fjs,315
3752_30j_10m.fjs,311
3754_30j_10m.fjs,329
3755_30j_10m.fjs,285
3756_30j_10m.fjs,309
3758_30j_10m.fjs,312
3759_30j_10m.fjs,300
3801_30j_10m.fjs,281
3802_30j_10m.fjs,292
3803_30j_10m.fjs,297
3805_30j_10m.fjs,295
3806_30j_10m.fjs,293
3808_30j_10m.fjs,285
3809_30j_10m.fjs,277
3810_30j_10m.fjs,286
3812_30j_10m.fjs,292
3813_30j_10m.fjs,301
3814_30j_10m.fjs,315
3816_30j_10m.fjs,323
3817_30j_10m.fjs,309
3819_30j_10m.fjs,304
3820_30j_10m.fjs,306
3822_30j_10m.fjs,328
3823_30j_10m.fjs,317
3824_30j_10m.fjs,314
3826_30j_10m.fjs,305
3827_30j_10m.fjs,296
3829_30j_10m.fjs,290
3830_30j_10m.fjs,301
3831_30j_10m.fjs,283
3833_30j_10m.fjs,308
3834_30j_10m.fjs,295
3836_30j_10m.fjs,311
3837_30j_10m.fjs,300
3838_30j_10m.fjs,300
3840_30j_10m.fjs,300
3841_30j_10m.fjs,294
3843_30j_10m.fjs,300
3844_30j_10m.fjs,297
3845_30j_10m.fjs,275
3847_30j_10m.fjs,296
3848_30j_10m.fjs,298
3850_30j_10m.fjs,303
3851_30j_10m.fjs,295
3852_30j_10m.fjs,289
3854_30j_10m.fjs,289
3855_30j_10m.fjs,297
3856_30j_10m.fjs,289
3858_30j_10m.fjs,304
3859_30j_10m.fjs,304
3901_30j_10m.fjs,287
3902_30j_10m.fjs,275
3903_30j_10m.fjs,294
3905_30j_10m.fjs,299
3906_30j_10m.fjs,303
3908_30j_10m.fjs,313
3909_30j_10m.fjs,314
3911_30j_10m.fjs,294
3912_30j_10m.fjs,312
3913_30j_10m.fjs,309
3915_30j_10m.fjs,303
3916_30j_10m.fjs,307
3918_30j_10m.fjs,291
3919_30j_10m.fjs,311
3920_30j_10m.fjs,299
3922_30j_10m.fjs,307
3923_30j_10m.fjs,298
3925_30j_10m.fjs,310
3926_30j_10m.fjs,315
3927_30j_10m.fjs,325
3929_30j_10m.fjs,297
3930_30j_10m.fjs,306
3932_30j_10m.fjs,317
3933_30j_10m.fjs,324
3934_30j_10m.fjs,298
3936_30j_10m.fjs,313
3937_30j_10m.fjs,288
3939_30j_10m.fjs,304
3940_30j_10m.fjs,279
3941_30j_10m.fjs,290
3943_30j_10m.fjs,289
3944_30j_10m.fjs,309
3946_30j_10m.fjs,316
3947_30j_10m.fjs,299
3948_30j_10m.fjs,294
3950_30j_10m.fjs,310
