instance_name,makespan
5056_40j_10m.fjs,407
5058_40j_10m.fjs,394
5059_40j_10m.fjs,387
5101_40j_10m.fjs,397
5102_40j_10m.fjs,398
5103_40j_10m.fjs,394
5105_40j_10m.fjs,405
5106_40j_10m.fjs,426
5107_40j_10m.fjs,395
5109_40j_10m.fjs,385
5110_40j_10m.fjs,394
5111_40j_10m.fjs,403
5113_40j_10m.fjs,407
5114_40j_10m.fjs,380
5115_40j_10m.fjs,399
5117_40j_10m.fjs,402
5118_40j_10m.fjs,385
5120_40j_10m.fjs,385
5121_40j_10m.fjs,397
5122_40j_10m.fjs,386
5124_40j_10m.fjs,366
5125_40j_10m.fjs,376
5126_40j_10m.fjs,391
5128_40j_10m.fjs,394
5129_40j_10m.fjs,408
5130_40j_10m.fjs,392
5132_40j_10m.fjs,400
5133_40j_10m.fjs,376
5135_40j_10m.fjs,388
5136_40j_10m.fjs,425
5137_40j_10m.fjs,403
5139_40j_10m.fjs,408
5140_40j_10m.fjs,387
5141_40j_10m.fjs,398
5143_40j_10m.fjs,397
5144_40j_10m.fjs,408
5145_40j_10m.fjs,411
5147_40j_10m.fjs,413
5148_40j_10m.fjs,398
5150_40j_10m.fjs,394
5151_40j_10m.fjs,389
5152_40j_10m.fjs,396
5154_40j_10m.fjs,376
5155_40j_10m.fjs,412
5156_40j_10m.fjs,380
5158_40j_10m.fjs,388
5159_40j_10m.fjs,385
5200_40j_10m.fjs,373
5202_40j_10m.fjs,387
5203_40j_10m.fjs,380
5204_40j_10m.fjs,389
5206_40j_10m.fjs,430
5207_40j_10m.fjs,417
5208_40j_10m.fjs,395
5210_40j_10m.fjs,409
5211_40j_10m.fjs,417
5213_40j_10m.fjs,419
5214_40j_10m.fjs,410
5215_40j_10m.fjs,404
5217_40j_10m.fjs,403
5218_40j_10m.fjs,402
5219_40j_10m.fjs,394
5221_40j_10m.fjs,418
5222_40j_10m.fjs,385
5223_40j_10m.fjs,405
5225_40j_10m.fjs,391
5226_40j_10m.fjs,396
5227_40j_10m.fjs,402
5229_40j_10m.fjs,401
5230_40j_10m.fjs,393
5232_40j_10m.fjs,392
5233_40j_10m.fjs,396
5234_40j_10m.fjs,383
5236_40j_10m.fjs,397
5237_40j_10m.fjs,397
5238_40j_10m.fjs,388
5240_40j_10m.fjs,383
5241_40j_10m.fjs,383
5242_40j_10m.fjs,387
5244_40j_10m.fjs,382
5245_40j_10m.fjs,394
5246_40j_10m.fjs,375
5248_40j_10m.fjs,364
5249_40j_10m.fjs,381
5250_40j_10m.fjs,398
5252_40j_10m.fjs,387
5253_40j_10m.fjs,372
5254_40j_10m.fjs,379
5256_40j_10m.fjs,388
5257_40j_10m.fjs,393
5258_40j_10m.fjs,392
5300_40j_10m.fjs,370
5301_40j_10m.fjs,399
5303_40j_10m.fjs,401
5304_40j_10m.fjs,394
5305_40j_10m.fjs,388
5307_40j_10m.fjs,391
5308_40j_10m.fjs,375
5309_40j_10m.fjs,386
5311_40j_10m.fjs,396
