instance_name,makespan
0928_20j_10m.fjs,212
0929_20j_10m.fjs,196
0931_20j_10m.fjs,206
0932_20j_10m.fjs,214
0933_20j_10m.fjs,194
0935_20j_10m.fjs,187
0936_20j_10m.fjs,197
0937_20j_10m.fjs,194
0938_20j_10m.fjs,193
0940_20j_10m.fjs,194
0941_20j_10m.fjs,206
0942_20j_10m.fjs,205
0944_20j_10m.fjs,192
0945_20j_10m.fjs,206
0946_20j_10m.fjs,198
0948_20j_10m.fjs,203
0949_20j_10m.fjs,206
0950_20j_10m.fjs,222
0951_20j_10m.fjs,208
0953_20j_10m.fjs,198
0954_20j_10m.fjs,182
0955_20j_10m.fjs,210
0957_20j_10m.fjs,214
0958_20j_10m.fjs,201
0959_20j_10m.fjs,219
1001_20j_10m.fjs,205
1002_20j_10m.fjs,204
1003_20j_10m.fjs,207
1005_20j_10m.fjs,186
1006_20j_10m.fjs,207
1007_20j_10m.fjs,221
1009_20j_10m.fjs,207
1010_20j_10m.fjs,209
1011_20j_10m.fjs,201
1013_20j_10m.fjs,214
1014_20j_10m.fjs,201
1015_20j_10m.fjs,204
1016_20j_10m.fjs,227
1018_20j_10m.fjs,186
1019_20j_10m.fjs,206
1021_20j_10m.fjs,179
1022_20j_10m.fjs,202
1023_20j_10m.fjs,204
1025_20j_10m.fjs,204
1026_20j_10m.fjs,195
1027_20j_10m.fjs,184
1029_20j_10m.fjs,197
1030_20j_10m.fjs,198
1031_20j_10m.fjs,199
1032_20j_10m.fjs,196
1034_20j_10m.fjs,241
1035_20j_10m.fjs,195
1036_20j_10m.fjs,220
1038_20j_10m.fjs,219
1039_20j_10m.fjs,217
1040_20j_10m.fjs,206
1042_20j_10m.fjs,206
1043_20j_10m.fjs,223
1044_20j_10m.fjs,237
1046_20j_10m.fjs,213
1047_20j_10m.fjs,204
1048_20j_10m.fjs,203
1050_20j_10m.fjs,196
1051_20j_10m.fjs,218
1052_20j_10m.fjs,215
1054_20j_10m.fjs,210
1055_20j_10m.fjs,197
1056_20j_10m.fjs,210
1057_20j_10m.fjs,202
1059_20j_10m.fjs,208
1100_20j_10m.fjs,194
1101_20j_10m.fjs,220
1103_20j_10m.fjs,212
1104_20j_10m.fjs,212
1105_20j_10m.fjs,198
1107_20j_10m.fjs,237
1108_20j_10m.fjs,198
1109_20j_10m.fjs,208
1111_20j_10m.fjs,191
1112_20j_10m.fjs,212
1113_20j_10m.fjs,205
1115_20j_10m.fjs,191
1116_20j_10m.fjs,188
1117_20j_10m.fjs,207
1118_20j_10m.fjs,215
1120_20j_10m.fjs,202
1121_20j_10m.fjs,212
1122_20j_10m.fjs,204
1124_20j_10m.fjs,216
1125_20j_10m.fjs,210
1126_20j_10m.fjs,217
1128_20j_10m.fjs,212
1129_20j_10m.fjs,213
1130_20j_10m.fjs,206
1132_20j_10m.fjs,194
1133_20j_10m.fjs,200
1134_20j_10m.fjs,205
1135_20j_10m.fjs,204
1137_20j_10m.fjs,231
1138_20j_10m.fjs,209
