instance_name,makespan
3731_30j_10m.fjs,279
3733_30j_10m.fjs,316
3734_30j_10m.fjs,291
3735_30j_10m.fjs,291
3737_30j_10m.fjs,307
3738_30j_10m.fjs,296
3740_30j_10m.fjs,295
3741_30j_10m.fjs,283
3742_30j_10m.fjs,293
3744_30j_10m.fjs,289
3745_30j_10m.fjs,294
3747_30j_10m.fjs,319
3748_30j_10m.fjs,280
3749_30j_10m.fjs,323
3751_30j_10m.fjs,298
3752_30j_10m.fjs,304
3754_30j_10m.fjs,312
3755_30j_10m.fjs,287
3756_30j_10m.fjs,306
3758_30j_10m.fjs,309
3759_30j_10m.fjs,291
3801_30j_10m.fjs,283
3802_30j_10m.fjs,290
3803_30j_10m.fjs,289
3805_30j_10m.fjs,287
3806_30j_10m.fjs,287
3808_30j_10m.fjs,287
3809_30j_10m.fjs,271
3810_30j_10m.fjs,284
3812_30j_10m.fjs,287
3813_30j_10m.fjs,306
3814_30j_10m.fjs,308
3816_30j_10m.fjs,314
3817_30j_10m.fjs,300
3819_30j_10m.fjs,303
3820_30j_10m.fjs,305
3822_30j_10m.fjs,333
3823_30j_10m.fjs,313
3824_30j_10m.fjs,305
3826_30j_10m.fjs,302
3827_30j_10m.fjs,295
3829_30j_10m.fjs,278
3830_30j_10m.fjs,303
3831_30j_10m.fjs,280
3833_30j_10m.fjs,301
3834_30j_10m.fjs,286
3836_30j_10m.fjs,318
3837_30j_10m.fjs,293
3838_30j_10m.fjs,292
3840_30j_10m.fjs,299
3841_30j_10m.fjs,290
3843_30j_10m.fjs,287
3844_30j_10m.fjs,294
3845_30j_10m.fjs,275
3847_30j_10m.fjs,295
3848_30j_10m.fjs,300
3850_30j_10m.fjs,299
3851_30j_10m.fjs,277
3852_30j_10m.fjs,299
3854_30j_10m.fjs,286
3855_30j_10m.fjs,297
3856_30j_10m.fjs,283
3858_30j_10m.fjs,299
3859_30j_10m.fjs,293
3901_30j_10m.fjs,284
3902_30j_10m.fjs,266
3903_30j_10m.fjs,291
3905_30j_10m.fjs,300
3906_30j_10m.fjs,294
3908_30j_10m.fjs,300
3909_30j_10m.fjs,316
3911_30j_10m.fjs,297
3912_30j_10m.fjs,308
3913_30j_10m.fjs,305
3915_30j_10m.fjs,303
3916_30j_10m.fjs,310
3918_30j_10m.fjs,288
3919_30j_10m.fjs,310
3920_30j_10m.fjs,292
3922_30j_10m.fjs,303
3923_30j_10m.fjs,293
3925_30j_10m.fjs,308
3926_30j_10m.fjs,320
3927_30j_10m.fjs,318
3929_30j_10m.fjs,292
3930_30j_10m.fjs,295
3932_30j_10m.fjs,313
3933_30j_10m.fjs,310
3934_30j_10m.fjs,294
3936_30j_10m.fjs,304
3937_30j_10m.fjs,286
3939_30j_10m.fjs,302
3940_30j_10m.fjs,273
3941_30j_10m.fjs,284
3943_30j_10m.fjs,282
3944_30j_10m.fjs,305
3946_30j_10m.fjs,311
3947_30j_10m.fjs,298
3948_30j_10m.fjs,292
3950_30j_10m.fjs,310
